39.16037061,-86.5336
39.159440000000004,-86.53488
39.208544,-86.591504
39.136144,-86.528688
39.20370561,-86.53729248
39.16424,-86.4939483
39.152,-86.3812'
39.31562042,-86.66162872
39.176544,-86.5624
39.16698971,-86.4924
39.130944,-86.52668800000001
39.247440000000005,-86.547792
39.155708000000004,-86.548507
39.085632000000004,-86.542304
39.16142978,-86.54615754
39.41013981,-86.51703486
39.21206673,-86.58700874
39.164752,-86.573104
39.13994939,-86.53920947'
39.105552,-86.55110400000001
39.176848,-86.533424
39.16558988,-86.53488971
39.09609988,-86.51704028
39.171648,-86.50249682
39.108847999999995,-86.6384
39.16862775,-86.52286299
39.14640902,-86.53238389
39.16424,-86.492944
39.16461021,-86.57913006
39.18336019,-86.53415009
39.16713579,-86.49984108
39.09640983,-86.65773420000001
39.251296,-86.50083199999999
39.165344,-86.484128
39.16425012,-86.51525996
39.18184,-86.5284
39.125312,-86.610496
39.16074984,-86.54850997
39.15483009,-86.40734052
39.175952,-86.53344
39.14327171,-86.5768703
39.16936,-86.497952
39.27146912,-86.67016876
39.25071158,-86.57777018
39.13599975,-86.50407401
39.17344,-86.527056
39.33676612,-86.51067628
39.22079514,-86.61991976
39.16427024,-86.50241017
39.093744,-86.638304
